city,country,iso2,latitude,longitude,time_zone,population
Leer,South Sudan,SS,8.3018,30.1418,Africa/Juba,17827
Tonj,South Sudan,SS,7.28,28.68,Africa/Juba,17340
Kafia Kingi,South Sudan,SS,9.2731,24.4174,Africa/Khartoum,16000
Yirol,South Sudan,SS,6.56,30.51,Africa/Juba,11650
Tambura,South Sudan,SS,5.6064,27.4731,Africa/Juba,9500
Bentiu,South Sudan,SS,9.25,29.8,Africa/Juba,7781
São Tomé,Sao Tome and Principe,ST,0.3375,6.7283,Africa/Sao_Tome,65468
Neves,Sao Tome and Principe,ST,0.3592,6.5517,Africa/Sao_Tome,10068
Santana,Sao Tome and Principe,ST,0.2531,6.7414,Africa/Sao_Tome,7496
São João dos Angolares,Sao Tome and Principe,ST,0.1338,6.6483,Africa/Sao_Tome,6636
Trindade,Sao Tome and Principe,ST,0.3,6.6667,Africa/Sao_Tome,6636
Guadalupe,Sao Tome and Principe,ST,0.3667,6.6333,Africa/Sao_Tome,1734
Santo António,Sao Tome and Principe,ST,1.6367,7.4178,Africa/Sao_Tome,1300
San Salvador,El Salvador,SV,13.6976,-89.1912,America/El_Salvador,1538525
Santa Ana,El Salvador,SV,13.9947,-89.5566,America/El_Salvador,250760
San Miguel,El Salvador,SV,13.4804,-88.1772,America/El_Salvador,232887
Soyapango,El Salvador,SV,13.7036,-89.1502,America/El_Salvador,230255
Mejicanos,El Salvador,SV,13.7225,-89.187,America/El_Salvador,136641
Colón,El Salvador,SV,13.7047,-89.3413,America/El_Salvador,130513
Apopa,El Salvador,SV,13.8013,-89.1791,America/El_Salvador,129083
Ahuachapán,El Salvador,SV,13.9234,-89.8463,America/El_Salvador,127301
Santa Tecla,El Salvador,SV,13.6737,-89.2886,America/El_Salvador,125532
Delgado,El Salvador,SV,13.7226,-89.1705,America/El_Salvador,106367
San Juan Opico,El Salvador,SV,13.8764,-89.3585,America/El_Salvador,97210
Tonacatepeque,El Salvador,SV,13.7799,-89.1182,America/El_Salvador,89751
Ilopango,El Salvador,SV,13.6942,-89.1105,America/El_Salvador,88824
San Martín,El Salvador,SV,13.7386,-89.0552,America/El_Salvador,87931
Izalco,El Salvador,SV,13.7462,-89.6756,America/El_Salvador,77529
Chalchuapa,El Salvador,SV,13.9853,-89.6802,America/El_Salvador,74025
Sonsonate,El Salvador,SV,13.7206,-89.7275,America/El_Salvador,72233
Cuscatancingo,El Salvador,SV,13.7272,-89.1808,America/El_Salvador,68137
Usulután,El Salvador,SV,13.3438,-88.4382,America/El_Salvador,66125
Ciudad Arce,El Salvador,SV,13.8403,-89.4438,America/El_Salvador,65550
Zacatecoluca,El Salvador,SV,13.5073,-88.8702,America/El_Salvador,64484
Metapán,El Salvador,SV,14.3321,-89.4481,America/El_Salvador,63763
Quezaltepeque,El Salvador,SV,13.8312,-89.2722,America/El_Salvador,62572
Ilobasco,El Salvador,SV,13.843,-88.8489,America/El_Salvador,58581
San Marcos,El Salvador,SV,13.6578,-89.183,America/El_Salvador,57094
Philipsburg,Sint Maarten,SX,18.0242,-63.0433,America/Lower_Princes,1338
Damascus,Syria,SY,33.5131,36.2919,Asia/Damascus,2685360
Aleppo,Syria,SY,36.2,37.16,Asia/Damascus,2003671
Homs,Syria,SY,34.7333,36.7167,Asia/Damascus,775404
Latakia,Syria,SY,35.52,35.7781,Asia/Damascus,709000
Ḩamāh,Syria,SY,35.135,36.75,Asia/Damascus,696863
Ţarţūs,Syria,SY,34.8833,35.8833,Asia/Damascus,458327
Dūmā,Syria,SY,33.5722,36.4019,Asia/Damascus,400000
Ar Raqqah,Syria,SY,35.95,39.01,Asia/Damascus,299824
Dayr az Zawr,Syria,SY,35.3333,40.15,Asia/Damascus,271800
Al Ḩasakah,Syria,SY,36.5117,40.7422,Asia/Damascus,188160
Al Qāmishlī,Syria,SY,37.05,41.2167,Asia/Damascus,184231
Idlib,Syria,SY,35.9333,36.6333,Asia/Damascus,165000
Nawá,Syria,SY,32.8833,36.05,Asia/Damascus,150000
Jaramānā,Syria,SY,33.4833,36.35,Asia/Damascus,114363
Jisr ash Shughūr,Syria,SY,35.8139,36.3194,Asia/Damascus,112654
As Salamīyah,Syria,SY,35.0111,37.0531,Asia/Damascus,110683
As Safīrah,Syria,SY,36.0769,37.3725,Asia/Damascus,106460
Al Ḩajar al Aswad,Syria,SY,33.4581,36.3053,Asia/Damascus,101827
Ma‘arrat an Nu‘mān,Syria,SY,35.6433,36.6683,Asia/Damascus,90000
Dārayyā,Syria,SY,33.4589,36.2372,Asia/Damascus,84044
Ath Thawrah,Syria,SY,35.8344,38.5464,Asia/Damascus,84000
Manbij,Syria,SY,36.5333,37.95,Asia/Damascus,78255
Jablah,Syria,SY,35.3597,35.9214,Asia/Damascus,75505
Al Qurayyā,Syria,SY,35.0025,40.5117,Asia/Damascus,70680
As Suwaydā’,Syria,SY,32.7,36.5667,Asia/Damascus,64730
Lobamba,Eswatini,SZ,-26.4465,31.2064,Africa/Mbabane,114585
Manzini,Eswatini,SZ,-26.4833,31.3667,Africa/Mbabane,110508
Mbabane,Eswatini,SZ,-26.3167,31.1333,Africa/Mbabane,76218
Nhlangano,Eswatini,SZ,-27.1167,31.2,Africa/Mbabane,9016
Siteki,Eswatini,SZ,-26.45,31.95,Africa/Mbabane,6381
Piggs Peak,Eswatini,SZ,-25.9667,31.25,Africa/Mbabane,4568
Lavumisa,Eswatini,SZ,-27.3167,31.9,Africa/Mbabane,3695
Hlatikulu,Eswatini,SZ,-26.9667,31.3167,Africa/Mbabane,2800
Grand Turk,Turks and Caicos Islands,TC,21.4603,-71.1414,America/Grand_Turk,4100
N’Djamena,Chad,TD,12.11,15.05,Africa/Ndjamena,1092066
Moundou,Chad,TD,8.5667,16.0833,Africa/Ndjamena,142462
Sarh,Chad,TD,9.15,18.3833,Africa/Ndjamena,108061
Yao,Chad,TD,12.8508,17.5608,Africa/Ndjamena,91507
Léré,Chad,TD,9.6556,14.225,Africa/Ndjamena,89237
Abéché,Chad,TD,13.8331,20.8347,Africa/Ndjamena,76492
Goundi,Chad,TD,9.3639,17.3644,Africa/Ndjamena,73141
Goz-Beida,Chad,TD,12.2236,21.4144,Africa/Ndjamena,66107
Chèddra,Chad,TD,13.4428,16.0508,Africa/Ndjamena,54072
Déressia,Chad,TD,9.7603,16.2697,Africa/Ndjamena,50113
Faya,Chad,TD,17.93,19.1031,Africa/Ndjamena,48090
Kelo,Chad,TD,9.3091,15.7938,Africa/Ndjamena,45224
Fianga,Chad,TD,9.9153,15.1375,Africa/Ndjamena,42606
Pala Oua,Chad,TD,9.3641,14.9097,Africa/Ndjamena,40202
Koumra,Chad,TD,8.9182,17.5484,Africa/Ndjamena,39852
Am-Timan,Chad,TD,11.0333,20.2833,Africa/Ndjamena,38261
Chokoyan,Chad,TD,13.3667,21.2333,Africa/Ndjamena,34327
Iriba,Chad,TD,15.1167,22.25,Africa/Ndjamena,33572
Haraze,Chad,TD,9.9503,20.905,Africa/Ndjamena,31783
Am Dam,Chad,TD,12.7622,20.4703,Africa/Ndjamena,29440
Bongor,Chad,TD,10.2806,15.3722,Africa/Ndjamena,27770
Mongo,Chad,TD,12.1851,18.6884,Africa/Ndjamena,27763
Kouba Olanga,Chad,TD,15.75,18.3,Africa/Ndjamena,27482
Abou Déïa,Chad,TD,11.4514,19.28,Africa/Ndjamena,27034
Oum Hadjer,Chad,TD,13.2833,19.6833,Africa/Ndjamena,26136
Lomé,Togo,TG,6.13,1.2158,Africa/Lome,2188376
Dapaong,Togo,TG,10.8667,0.2,Africa/Lome,117675
Sokodé,Togo,TG,8.9833,1.1333,Africa/Lome,115442
Atakpamé,Togo,TG,7.5269,1.1267,Africa/Lome,98193
Kpalimé,Togo,TG,6.91,0.6281,Africa/Lome,87478
Tsévié,Togo,TG,6.4333,1.2167,Africa/Lome,76861
Anié,Togo,TG,7.7611,1.1917,Africa/Lome,61068
Notsé,Togo,TG,6.9483,1.1681,Africa/Lome,49143
Tabligbo,Togo,TG,6.5833,1.5,Africa/Lome,36961
Tchamba,Togo,TG,9.0333,1.4167,Africa/Lome,36173
Sansanné-Mango,Togo,TG,10.3556,0.4756,Africa/Lome,34791
Bassar,Togo,TG,9.25,0.7833,Africa/Lome,33156
Sotouboua,Togo,TG,8.5667,0.9833,Africa/Lome,32464
Aného,Togo,TG,6.2289,1.5931,Africa/Lome,28238
Niamtougou,Togo,TG,9.7667,1.1,Africa/Lome,27132
Bafilo,Togo,TG,9.35,1.2667,Africa/Lome,23627
Afanyangan,Togo,TG,6.218,1.4478,Africa/Lome,13046
Badou,Togo,TG,7.5843,0.6067,Africa/Lome,11503
Blitta,Togo,TG,8.3167,0.9833,Africa/Lome,10915
Sirka,Togo,TG,9.5719,1.3183,Africa/Lome,9700
Kévé,Togo,TG,6.4278,0.9245,Africa/Lome,5189
Kara,Togo,TG,9.5511,1.1861,Africa/Lome,0
Bangkok,Thailand,TH,13.75,100.5167,Asia/Bangkok,18007000
Chiang Mai,Thailand,TH,18.7889,98.9833,Asia/Bangkok,1198000
Nakhon Ratchasima,Thailand,TH,14.9736,102.0831,Asia/Bangkok,466098
Khon Kaen,Thailand,TH,16.4333,102.8333,Asia/Bangkok,416988
Hat Yai,Thailand,TH,7.0167,100.4667,Asia/Bangkok,406513
Phatthaya,Thailand,TH,12.9496,100.893,Asia/Bangkok,351391
Phitsanulok,Thailand,TH,16.8158,100.2636,Asia/Bangkok,281929
Phuket,Thailand,TH,7.8881,98.3975,Asia/Bangkok,252515
Pak Kret,Thailand,TH,13.9125,100.4978,Asia/Bangkok,190272
Surat Thani,Thailand,TH,9.1397,99.3306,Asia/Bangkok,130703
Udon Thani,Thailand,TH,17.4253,102.7902,Asia/Bangkok,130274
Ban Bang Pu Mai,Thailand,TH,13.5441,100.6175,Asia/Bangkok,120058
Nakhon Si Thammarat,Thailand,TH,8.4363,99.963,Asia/Bangkok,106322
Ban Mangkon,Thailand,TH,13.6138,100.6104,Asia/Bangkok,102291
Nakhon Sawan,Thailand,TH,15.7133,100.1353,Asia/Bangkok,86439
Ban Talat Rangsit,Thailand,TH,13.987,100.6095,Asia/Bangkok,79319
Ubon Ratchathani,Thailand,TH,15.2281,104.8594,Asia/Bangkok,79023
Nakhon Pathom,Thailand,TH,13.8194,100.0581,Asia/Bangkok,78780
Ban Laem Chabang,Thailand,TH,13.0694,100.8974,Asia/Bangkok,77798
Ban Tha Khlong,Thailand,TH,14.0894,100.6237,Asia/Bangkok,72774
Ban Map Ta Phut,Thailand,TH,12.725,101.1264,Asia/Bangkok,71932
Chiang Rai,Thailand,TH,19.9094,99.8275,Asia/Bangkok,70610
Ban Nong Prue,Thailand,TH,12.9227,100.9375,Asia/Bangkok,70594
Ban Suan,Thailand,TH,13.3616,100.9795,Asia/Bangkok,66092
Songkhla,Thailand,TH,7.2061,100.5967,Asia/Bangkok,63834
Dushanbe,Tajikistan,TJ,38.5731,68.7864,Asia/Dushanbe,948251
Khŭjand,Tajikistan,TJ,40.2794,69.6319,Asia/Dushanbe,770000
Bokhtar,Tajikistan,TJ,37.8364,68.7803,Asia/Dushanbe,126700
Kŭlob,Tajikistan,TJ,37.9119,69.7808,Asia/Dushanbe,106300
Istaravshan,Tajikistan,TJ,39.9108,69.0064,Asia/Dushanbe,64300
Konibodom,Tajikistan,TJ,40.2833,70.4167,Asia/Dushanbe,54400
Panjakent,Tajikistan,TJ,39.5031,67.615,Asia/Dushanbe,52500
Isfara,Tajikistan,TJ,40.1167,70.6333,Asia/Dushanbe,51700
Zargar,Tajikistan,TJ,37.8,68.65,Asia/Dushanbe,49235
Tursunzoda,Tajikistan,TJ,38.5144,68.2333,Asia/Dushanbe,46700
Vahdat,Tajikistan,TJ,38.5531,69.0197,Asia/Dushanbe,40600
Yovon,Tajikistan,TJ,38.3117,69.0381,Asia/Dushanbe,39600
Sarikishty,Tajikistan,TJ,38.4667,68.7,Asia/Dushanbe,38474
Navgilem,Tajikistan,TJ,40.1333,70.65,Asia/Dushanbe,38104
Obburdon,Tajikistan,TJ,40.4278,69.3047,Asia/Dushanbe,37104
Simiganj,Tajikistan,TJ,38.6525,69.0064,Asia/Dushanbe,35473
Chorkŭh,Tajikistan,TJ,39.9739,70.5822,Asia/Dushanbe,33261
Chorbog,Tajikistan,TJ,38.6667,68.7667,Asia/Dushanbe,31585
Khorugh,Tajikistan,TJ,37.4917,71.5575,Asia/Dushanbe,31100
Dahana,Tajikistan,TJ,38.0583,69.8667,Asia/Dushanbe,29776
Pongoz,Tajikistan,TJ,40.75,70.25,Asia/Dushanbe,28352
Bakhor,Tajikistan,TJ,38.55,68.9833,Asia/Dushanbe,28276
Farkhor,Tajikistan,TJ,37.5,69.4,Asia/Dushanbe,27700
Navabad,Tajikistan,TJ,38.5667,68.5167,Asia/Dushanbe,26321
Jilikŭl,Tajikistan,TJ,37.4928,68.5286,Asia/Dushanbe,25382
Dili,Timor-Leste,TL,-8.5536,125.5783,Asia/Dili,222323
Maliana,Timor-Leste,TL,-8.9917,125.2197,Asia/Dili,15800
Baucau,Timor-Leste,TL,-8.4667,126.45,Asia/Dili,14961
Lospalos,Timor-Leste,TL,-8.5167,127.0333,Asia/Dili,12782
Manatuto,Timor-Leste,TL,-8.5167,126.0167,Asia/Dili,9022
Pante Macassar,Timor-Leste,TL,-9.2,124.3833,Asia/Dili,8793
Gleno,Timor-Leste,TL,-8.7239,125.4361,Asia/Dili,8133
Viqueque,Timor-Leste,TL,-8.85,126.3667,Asia/Dili,6078
Liquiçá,Timor-Leste,TL,-8.5935,125.3273,Asia/Dili,5152
Ainaro,Timor-Leste,TL,-8.9833,125.5,Asia/Dili,3085
Same,Timor-Leste,TL,-9.0,125.65,Asia/Dili,2100
Aileu,Timor-Leste,TL,-8.7281,125.5664,Asia/Dili,0
Atauro,Timor-Leste,TL,-8.2667,125.6014,Asia/Dili,0
Suai,Timor-Leste,TL,-9.3129,125.2565,Asia/Dili,0
Ashgabat,Turkmenistan,TM,37.95,58.3833,Asia/Ashgabat,1030063
Türkmenabat,Turkmenistan,TM,39.1,63.5667,Asia/Ashgabat,230861
Daşoguz,Turkmenistan,TM,41.8167,59.9831,Asia/Ashgabat,227184
Balkanabat,Turkmenistan,TM,39.5119,54.365,Asia/Ashgabat,139000
Mary,Turkmenistan,TM,37.6,61.8333,Asia/Ashgabat,126141
Bayramaly,Turkmenistan,TM,37.6167,62.15,Asia/Ashgabat,110545
Serdar,Turkmenistan,TM,38.9667,56.2667,Asia/Ashgabat,89582
Türkmenbaşy,Turkmenistan,TM,40.0167,52.9667,Asia/Ashgabat,86800
Tejen,Turkmenistan,TM,37.3667,60.5,Asia/Ashgabat,77024
Atamyrat,Turkmenistan,TM,37.8167,65.2,Asia/Ashgabat,38350
Yolöten,Turkmenistan,TM,37.3014,62.3586,Asia/Ashgabat,37705
Köneürgench,Turkmenistan,TM,42.3167,59.1586,Asia/Ashgabat,36754
Kaka,Turkmenistan,TM,37.35,59.6,Asia/Ashgabat,33759
Änew,Turkmenistan,TM,37.9,58.5,Asia/Ashgabat,29606
Gumdag,Turkmenistan,TM,39.2,54.5894,Asia/Ashgabat,26831
Baharly,Turkmenistan,TM,38.4333,57.4347,Asia/Ashgabat,24702
Gazojak,Turkmenistan,TM,41.1875,61.4036,Asia/Ashgabat,24251
Bereket,Turkmenistan,TM,39.2444,55.5264,Asia/Ashgabat,23697
Gökdepe,Turkmenistan,TM,38.1578,57.9664,Asia/Ashgabat,21154
Seydi,Turkmenistan,TM,39.4817,62.9136,Asia/Ashgabat,20491
Boldumsaz,Turkmenistan,TM,42.1333,59.6667,Asia/Ashgabat,19296
Akdepe,Turkmenistan,TM,42.05,59.4,Asia/Ashgabat,15580
Magtymguly,Turkmenistan,TM,38.4333,56.2833,Asia/Ashgabat,15386
Serhetabat,Turkmenistan,TM,35.2758,62.3417,Asia/Ashgabat,14940
Hazar,Turkmenistan,TM,39.402,53.1225,Asia/Ashgabat,14671
Tunis,Tunisia,TN,36.8008,10.18,Africa/Tunis,1110000
Sfax,Tunisia,TN,34.74,10.76,Africa/Tunis,660000
Sousse,Tunisia,TN,35.8259,10.6388,Africa/Tunis,314071
Kairouan,Tunisia,TN,35.6833,10.1,Africa/Tunis,186653
Kebili,Tunisia,TN,33.705,8.965,Africa/Tunis,163257
Bizerte,Tunisia,TN,37.2744,9.8739,Africa/Tunis,142966
Sakiet ed Daier,Tunisia,TN,34.8,10.78,Africa/Tunis,125204
Gabès,Tunisia,TN,33.8814,10.0983,Africa/Tunis,116323
Ariana,Tunisia,TN,36.8625,10.1956,Africa/Tunis,114486
Jendouba,Tunisia,TN,36.5011,8.7803,Africa/Tunis,113116
Gafsa,Tunisia,TN,34.4167,8.7833,Africa/Tunis,111170
Medenine,Tunisia,TN,33.3547,10.5053,Africa/Tunis,109409
Béja,Tunisia,TN,36.7256,9.1817,Africa/Tunis,109299
Kasserine,Tunisia,TN,35.1667,8.8333,Africa/Tunis,108794
Monastir,Tunisia,TN,35.778,10.8262,Africa/Tunis,104535
Radès,Tunisia,TN,36.7667,10.2833,Africa/Tunis,97588
Hammamet,Tunisia,TN,36.4167,10.6,Africa/Tunis,97579
Tataouine,Tunisia,TN,32.9333,10.45,Africa/Tunis,95775
La Marsa,Tunisia,TN,36.8764,10.3253,Africa/Tunis,92987
Ben Arous,Tunisia,TN,36.7531,10.2189,Africa/Tunis,88322
Sakiet ez Zit,Tunisia,TN,34.8,10.77,Africa/Tunis,87512
Zarzis,Tunisia,TN,33.5,11.1167,Africa/Tunis,80000
Ben Gardane,Tunisia,TN,33.1389,11.2167,Africa/Tunis,79912
Mahdia,Tunisia,TN,35.5047,11.0622,Africa/Tunis,79545
Houmt Souk,Tunisia,TN,33.8667,10.85,Africa/Tunis,75904
Nuku‘alofa,Tonga,TO,-21.1343,-175.2018,Pacific/Tongatapu,23221
Neiafu,Tonga,TO,-18.6508,-173.9831,Pacific/Tongatapu,6000
Istanbul,Turkey,TR,41.01,28.9603,Europe/Istanbul,15519267
Ankara,Turkey,TR,39.9358,32.8387,Europe/Istanbul,5803482
İzmir,Turkey,TR,38.4127,27.1384,Europe/Istanbul,4493242
Bursa,Turkey,TR,40.1913,29.0805,Europe/Istanbul,2901396
Antalya,Turkey,TR,36.9081,30.6956,Europe/Istanbul,2426356
Konya,Turkey,TR,37.8728,32.4921,Europe/Istanbul,2232374
Şanlıurfa,Turkey,TR,37.1583,38.7917,Europe/Istanbul,1985753
Adana,Turkey,TR,36.9866,35.3387,Europe/Istanbul,1765981
Diyarbakır,Turkey,TR,37.9108,40.2367,Europe/Istanbul,1732396
Gaziantep,Turkey,TR,37.0628,37.3792,Europe/Istanbul,1680723
Kayseri,Turkey,TR,38.7225,35.4875,Europe/Istanbul,1389680
Samsun,Turkey,TR,41.2867,36.33,Europe/Istanbul,1368488
Balıkesir,Turkey,TR,39.6511,27.8842,Europe/Istanbul,1250610
Van,Turkey,TR,38.5019,43.4167,Europe/Istanbul,1127612
Denizli,Turkey,TR,37.7833,29.0964,Europe/Istanbul,1027782
Eskişehir,Turkey,TR,39.7767,30.5206,Europe/Istanbul,871187
Trabzon,Turkey,TR,41.005,39.7225,Europe/Istanbul,824352
Erzurum,Turkey,TR,39.9097,41.2756,Europe/Istanbul,767848
Demiryol,Turkey,TR,37.9167,41.15,Europe/Istanbul,452157
Erköklü,Turkey,TR,37.8617,41.1442,Europe/Istanbul,452157
Batman,Turkey,TR,37.8833,41.1333,Europe/Istanbul,445874
Kahramanmaraş,Turkey,TR,37.5875,36.9453,Europe/Istanbul,443575
Malatya,Turkey,TR,38.3506,38.3094,Europe/Istanbul,426381
Elazığ,Turkey,TR,38.6667,39.2167,Europe/Istanbul,421726
Manisa,Turkey,TR,38.6119,27.4264,Europe/Istanbul,420015
Chaguanas,Trinidad and Tobago,TT,10.5144,-61.4075,America/Port_of_Spain,101297
Port of Spain,Trinidad and Tobago,TT,10.6667,-61.5167,America/Port_of_Spain,84126
San Fernando,Trinidad and Tobago,TT,10.2833,-61.4667,America/Port_of_Spain,82997
Couva,Trinidad and Tobago,TT,10.4167,-61.45,America/Port_of_Spain,48858
Arima,Trinidad and Tobago,TT,10.625,-61.2792,America/Port_of_Spain,33807
Princes Town,Trinidad and Tobago,TT,10.2667,-61.3833,America/Port_of_Spain,28335
Arouca,Trinidad and Tobago,TT,10.6333,-61.3333,America/Port_of_Spain,27820
Diego Martin,Trinidad and Tobago,TT,10.708,-61.5581,America/Port_of_Spain,25370
Morvant,Trinidad and Tobago,TT,10.65,-61.4667,America/Port_of_Spain,22742
Laventille,Trinidad and Tobago,TT,10.65,-61.4833,America/Port_of_Spain,21454
Point Fortin,Trinidad and Tobago,TT,10.1667,-61.6667,America/Port_of_Spain,19056
Barataria,Trinidad and Tobago,TT,10.65,-61.4667,America/Port_of_Spain,18299
Sangre Grande,Trinidad and Tobago,TT,10.5667,-61.1333,America/Port_of_Spain,18127
Tunapuna,Trinidad and Tobago,TT,10.6333,-61.3833,America/Port_of_Spain,17650
Scarborough,Trinidad and Tobago,TT,11.1811,-60.7333,America/Port_of_Spain,17537
Gasparillo,Trinidad and Tobago,TT,10.3167,-61.4167,America/Port_of_Spain,16426
Claxton Bay,Trinidad and Tobago,TT,10.3534,-61.4569,America/Port_of_Spain,14436
Saint Joseph,Trinidad and Tobago,TT,10.65,-61.4167,America/Port_of_Spain,14376
San Juan,Trinidad and Tobago,TT,10.65,-61.45,America/Port_of_Spain,13797
Fyzabad,Trinidad and Tobago,TT,10.1833,-61.55,America/Port_of_Spain,13099
Marabella,Trinidad and Tobago,TT,10.3,-61.45,America/Port_of_Spain,12508
Valencia,Trinidad and Tobago,TT,10.65,-61.2,America/Port_of_Spain,12327
Penal,Trinidad and Tobago,TT,10.1678,-61.4544,America/Port_of_Spain,12281
Freeport,Trinidad and Tobago,TT,10.4611,-61.4116,America/Port_of_Spain,11850
Curepe,Trinidad and Tobago,TT,10.6333,-61.4,America/Port_of_Spain,11375
Funafuti,Tuvalu,TV,-8.5048,179.1174,Pacific/Funafuti,6025
Taichung,Taiwan,TW,24.1439,120.6794,Asia/Taipei,3799301
Kaohsiung,Taiwan,TW,22.615,120.2975,Asia/Taipei,2733964
Taipei,Taiwan,TW,25.0375,121.5625,Asia/Taipei,2442991
Tainan,Taiwan,TW,22.99,120.185,Asia/Taipei,1874686
Hsinchu,Taiwan,TW,24.8047,120.9714,Asia/Taipei,499348
Keelung,Taiwan,TW,25.1283,121.7419,Asia/Taipei,360429
Chiayi,Taiwan,TW,23.48,120.4497,Asia/Taipei,260749
Changhua,Taiwan,TW,24.0667,120.5333,Asia/Taipei,221048
Zhubei,Taiwan,TW,24.8333,121.0,Asia/Taipei,220662
Pingtung,Taiwan,TW,22.6761,120.4942,Asia/Taipei,191815
Yuanlin,Taiwan,TW,23.9611,120.5736,Asia/Taipei,122370
Douliu,Taiwan,TW,23.7075,120.5439,Asia/Taipei,109207
Toufen,Taiwan,TW,24.6832,120.907,Asia/Taipei,108269
Taitung,Taiwan,TW,22.7583,121.1444,Asia/Taipei,102810
Zhudong,Taiwan,TW,24.7333,121.0833,Asia/Taipei,98074
Caotun,Taiwan,TW,23.983,120.7326,Asia/Taipei,97445
Hualien,Taiwan,TW,23.9722,121.6064,Asia/Taipei,97077
Nantou,Taiwan,TW,23.9167,120.6833,Asia/Taipei,96524
Zhunan,Taiwan,TW,24.6833,120.8833,Asia/Taipei,91431
Hemei,Taiwan,TW,24.1167,120.5,Asia/Taipei,86770
Miaoli,Taiwan,TW,24.57,120.82,Asia/Taipei,85954
Lugang,Taiwan,TW,24.0553,120.4335,Asia/Taipei,85423
Hukou,Taiwan,TW,24.9,121.05,Asia/Taipei,84815
Ji’an,Taiwan,TW,23.95,121.5722,Asia/Taipei,83200
Puli,Taiwan,TW,23.9667,120.9667,Asia/Taipei,75772
Dar es Salaam,Tanzania,TZ,-6.8161,39.2803,Africa/Dar_es_Salaam,7962000
Mwanza,Tanzania,TZ,-2.5167,32.9,Africa/Dar_es_Salaam,1104521
Ubungo,Tanzania,TZ,-6.7833,39.2,Africa/Dar_es_Salaam,1086912
Mbeya,Tanzania,TZ,-8.9,33.45,Africa/Dar_es_Salaam,541603
Morogoro,Tanzania,TZ,-6.8242,37.6633,Africa/Dar_es_Salaam,471409
Arusha,Tanzania,TZ,-3.3667,36.6833,Africa/Dar_es_Salaam,416442
Geita,Tanzania,TZ,-2.8714,32.2294,Africa/Dar_es_Salaam,361671
Tabora,Tanzania,TZ,-5.0167,32.8,Africa/Dar_es_Salaam,308741
Sumbawanga,Tanzania,TZ,-7.9667,31.6167,Africa/Dar_es_Salaam,303986
Songea,Tanzania,TZ,-10.6833,35.65,Africa/Dar_es_Salaam,286285
Kibaha,Tanzania,TZ,-6.7818,38.9968,Africa/Dar_es_Salaam,265360
Bariadi,Tanzania,TZ,-2.8,33.9833,Africa/Dar_es_Salaam,260927
Kahama,Tanzania,TZ,-3.84,32.6,Africa/Dar_es_Salaam,242208
Kasulu,Tanzania,TZ,-4.5767,30.1025,Africa/Dar_es_Salaam,238321
Kigoma,Tanzania,TZ,-4.8833,29.6333,Africa/Dar_es_Salaam,232388
Tanga,Tanzania,TZ,-5.0667,39.1,Africa/Dar_es_Salaam,221127
Zanzibar,Tanzania,TZ,-6.1667,39.2,Africa/Dar_es_Salaam,219007
Dodoma,Tanzania,TZ,-6.1835,35.746,Africa/Dar_es_Salaam,213636
Ifakara,Tanzania,TZ,-8.1,36.6833,Africa/Dar_es_Salaam,205843
Mpanda,Tanzania,TZ,-6.3436,31.0694,Africa/Dar_es_Salaam,204338
Iringa,Tanzania,TZ,-7.77,35.69,Africa/Dar_es_Salaam,202490
Singida,Tanzania,TZ,-4.8186,34.7506,Africa/Dar_es_Salaam,165492
Musoma,Tanzania,TZ,-1.5069,33.8042,Africa/Dar_es_Salaam,164172
Bukoba,Tanzania,TZ,-1.3333,31.8167,Africa/Dar_es_Salaam,144938
Moshi,Tanzania,TZ,-3.3349,37.3404,Africa/Dar_es_Salaam,144739
Kyiv,Ukraine,UA,50.45,30.5236,Europe/Kyiv,2952301
Kharkiv,Ukraine,UA,49.9925,36.2311,Europe/Kyiv,1421125
Odesa,Ukraine,UA,46.4775,30.7326,Europe/Kyiv,1010537
Dnipro,Ukraine,UA,48.4675,35.04,Europe/Kyiv,968502
Donetsk,Ukraine,UA,48.0158,37.8028,Europe/Kyiv,901645
Lviv,Ukraine,UA,49.8425,24.0322,Europe/Kyiv,720797
Zaporizhzhia,Ukraine,UA,47.85,35.1175,Europe/Kyiv,710052
Kryvyi Rih,Ukraine,UA,47.91,33.39,Europe/Kyiv,603904
Sevastopol,Ukraine,UA,44.605,33.5225,Europe/Simferopol,485386
Mykolaiv,Ukraine,UA,46.975,31.995,Europe/Kyiv,470011
Luhansk,Ukraine,UA,48.5717,39.2973,Europe/Kyiv,417990
Vinnytsia,Ukraine,UA,49.2372,28.4672,Europe/Kyiv,369739
Makiivka,Ukraine,UA,48.0556,37.9611,Europe/Kyiv,343158
Simferopol,Ukraine,UA,44.9484,34.1,Europe/Simferopol,335009
Chernihiv,Ukraine,UA,51.4939,31.2947,Europe/Kyiv,286899
Poltava,Ukraine,UA,49.5894,34.5514,Europe/Kyiv,283402
Kherson,Ukraine,UA,46.6425,32.625,Europe/Kyiv,279131
Khmelnytskyi,Ukraine,UA,49.42,27.0,Europe/Kyiv,274452
Cherkasy,Ukraine,UA,49.4444,32.0597,Europe/Kyiv,269836
Sumy,Ukraine,UA,50.9067,34.7992,Europe/Kyiv,265758
Chernivtsi,Ukraine,UA,48.2908,25.9344,Europe/Kyiv,265471
Zhytomyr,Ukraine,UA,50.2544,28.6578,Europe/Kyiv,261624
